UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Supplemental Resources: Related Datasets Link(s),Jurisdiction: Jurisdiction,Time Period: Update Frequency,Time Period: Time Period of Content,Agency: State Agency Performing Data Updates,GIS Download: Place Keywords,Time Period: Date Metadata Written,Supplemental Resources: Additional Documentation Link,days_since_data_update,asset_age,expected_update_days,recently_enough,accessible,"Time Period: Other Update Frequency   If frequency isn't included in list above, please describe it here.",Data Def: data location,GIS Download: Shape File
74eq-uk8z,Maryland Artificial Reef Initiative Sites,"The Maryland Artificial Reef Initiative (MARI) is a state-run initiative, managed by the Maryland Department of Natural Resources, aimed at developing new fish habitats in the Chesapeake Bay by way of depositing artificial materials (such as concrete reef balls or recycled porcelain) to the bottom of designated sections of water in the Chesapeake Bay. The goal is to see an oyster population develop on the artificial materials, which can attract fish and other marine creatures to the site. The Department of Natural Resources makes no warranty, expressed or implied, as to the use or appropriateness of Spatial Data, and there are no warranties of merchantability or fitness for a particular purpose or use. The information contained in Spatial Data is from publicly available sources, but no representation is made as to the accuracy or completeness of Spatial Data. The Department of Natural Resources shall not be subject to liability for human error, error due to software conversion, defect, or failure of machines, or any material used in the connection with the machines, including tapes, disks, CD-ROM’s or DVD-ROM’s and energy. The Department of Natural Resources shall not be liable for any lost profits, consequential damages, or claims against the Department of Natural Resources by third parties. The liability of the Department of Natural Resources for damage regardless of the form of the action shall not exceed any distribution fees that may have been paid in obtaining Spatial Data.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/74eq-uk8z,https://opendata.maryland.gov/resource/74eq-uk8z.json,07/22/2025 02:29:30 AM,07/22/2025 02:29:31 AM,07/22/2025 02:29:33 AM,opendata.maryland.gov,false,4,5,,38,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
xh2j-f6hp,Prince Georges 30 years Shoreline Erosion Level,"To quantify shoreline rates of change (erosion or accretion), Maryland Geological Survey (MGS) used historical and recent shorelines spanning 1972-2010 as input into the Digital Shoreline Analysis System (DSAS) Version 4.3. DSAS, a computer program developed by the U.S. Geological Survey (USGS), determines linear rates of shoreline change along closely spaced, shore-normal transects. Based on DSAS output, MGS assigned generalized rate of change categories as attributes to a recent shoreline for Prince George's County. This recent shoreline consisted of the National Oceanic and Atmospheric Administration (NOAA) Continually Updated Shoreline Product (CUSP) digital shoreline currently available for Prince George's County; and 2) portions of the Maryland Department of Natural Resources (MD DNR) Critical Area Commission (CAC) digital shoreline for Prince George's County. Based on the results of an End Point Rate (EPR) analysis on the ca. 1970s shoreline and the ca. 2000/2010 shoreline (recent shoreline), MGS grouped the rate results into the following general categories: (a) No change (-0.01 to 0.01 feet/year), (b) Accretion (greater than 0.01 feet/year), (c) Slight erosion rate (0 to -2 feet/year), (d) Low erosion rate (-2 to -4 feet/year), (e) Moderate erosion rate (-4 to -8 ft/yr), (f) High erosion rate (greater than -8 feet/year), (g) Protected, (h) No data (insufficient shorelines to calculate 30-year EPR rate), (i) No data (no transects cast; unprotected or unknown shoreline condition), and (j) Rates not delivered (calculated rates suspect). The CUSP shoreline represents the shoreline position in Prince George's County between the years 2005-2010. The CAC shoreline represents the shoreline position in Prince George's County in 2007. In Prince George’s County, the NOAA CUSP data set covered approximately 60% of the shoreline in the county. MGS decided to supplement the NOAA CUSP data with CAC data in the following areas where NOAA CUSP data was missing: Anacostia River, from approximately the Bladensburg Road bridge, north to the Decatur Street bridge; Northwest Branch Anacostia River, from approximately the 38th Street bridge, south to its confluence with the Anacostia River; the lower reaches of Swanson Creek, west of Chalk Point; Spice Creek and an unnamed creek north of Spice Creek; and Patuxent River and its major tributaries, from approximately the Merkle Wildlife Sanctuary, north to the upper reaches of the Patuxent River. To identify which shoreline source is responsible for a shoreline segment, view the ""DSAS_SRC"" attribute table field -- ""CAC"" indicates a shoreline sourced from MD DNR CAC data set; ""NOAA CUSP"" indicates a shoreline sourced from the NOAA CUSP data set. Negative rate of change values indicate erosion, and positive values indicate accretion. In general, MGS tried to attribute lengths of shoreline of at least 80 meters in length sharing similar rates of change.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/xh2j-f6hp,https://opendata.maryland.gov/resource/xh2j-f6hp.json,07/21/2025 11:47:48 PM,07/21/2025 11:47:50 PM,07/21/2025 11:47:55 PM,opendata.maryland.gov,false,4,2,,1103,29,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
2qs9-gzxu,Sand Volume Estimates,"Volumetric estimations for Fenwick, Weaver, & Isle of Wight shoals used vibracore data collected in 1992 & 1997, volumes were calculated in 2000 (Conkwright, Williams and Christiansen, 2000). Borrow Area 2 has been virtually exhausted by dredging. Between 1988-1992, ~2.9 million m^3 was dredged from Borrow Area 2, ~4.2 million m^3 dredged from Borrow Area 3, and ~3.2 million m^3 dredged from Borrow Area 9 (Wells, 1994). Revised volumentric estimations for Shoals B, C, D, Little Gull Bank & Great Gull Bank (1996) ""In the 1993 sand resources study (Conkwright and Gast, 1994b) the seismically defined ravinement surface was used as the lower structural boundary for volume calculations. However, the purpose of the current study is to estimate only the volume of sand with measured physical parameters. Therefore, the lower boundary for volumetric calculations was determined primarily by the grain size parameters of vibracore samples. The lower boundary surface was set at the depth where the sampled sand became too fine or too poorly sorted for use as beach fill. In those cases where the entire length of core contained usable sand, the boundary surface was set at the depth of maximum vibracore penetration. Because vibracore penetrations on Little and Great Gull Banks were generally within a meter of the ravinement surface, that surface was used as the lower boundary for those shoals, unless vibracore samples indicated otherwise."" (Conkwright and Williams, 1996). REFS: Conkwright, R.D. and R.A.Gast. 1994a. Potential Offshore Sand Resources in Southern Maryland Shoal Fields. Coastal and Estuarine Geology File Report #95-4 Conkwright, R.D. and R.A.Gast. 1994b. Potential Offshore Sand Resources in Central Maryland Shoal Fields. Coastal and Estuarine Geology File Report #95-9 Conkwright, R.D. and C.P. Williams. 1996. Offshore Sand Resources in Central Maryland Shoal Fields. Coastal and Estuarine Geology File Report #96-3 Conkwright, R.D., Williams, C.P., and L.B. Christiansen. 2000. Offshore Sand Resources in Northern Maryland Shoal Fields. Coastal and Estuarine Geology File Report No. 00-2 Wells, D.V. 1994. Non-Energy Resources and Shallow Geological Framework of the Inner Continental Margin Off Ocean City, Maryland. Coastal and Estuarine Geology Open File Report #16USACE. 2008. Atlantic Coast of Maryland Shoreline Protection Project Final supplemental Environmental Impact Statement General Reevaluation Study: Borrow Sources for 2010-2044

Funding to compile these datasets provided by BOEM under cooperative agreement number: M14AC00007. Data processing and compilation was executed by Maryland Geological Survey.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/2qs9-gzxu,https://opendata.maryland.gov/resource/2qs9-gzxu.json,07/22/2025 03:19:43 AM,07/22/2025 03:19:44 AM,07/22/2025 03:19:46 AM,opendata.maryland.gov,false,5,1,,26,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
svny-gywa,WAC Buildings,Polygon layer of buildings at Washington College.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/svny-gywa,https://opendata.maryland.gov/resource/svny-gywa.json,07/22/2025 12:14:09 AM,07/22/2025 12:14:10 AM,07/22/2025 12:14:12 AM,opendata.maryland.gov,false,2,1,,76,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
6qmu-u885,Veterans Services,"This data layer contains the locations of various services available for Maryland veterans, such as centers, medical clinics, hospitals, regional offices as well as war memorials and veterans cemeteries. The data was received from the Maryland Veterans Affairs office in Annapolis, Maryland.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/6qmu-u885,https://opendata.maryland.gov/resource/6qmu-u885.json,07/21/2025 09:56:34 PM,07/21/2025 09:56:35 PM,07/21/2025 09:56:37 PM,opendata.maryland.gov,false,4,3,,35,12,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
s48i-mt9p,Biological Stream Survey Sites,"These data provide measures of stream chemical, physical, and biological conditions and are to be used in watershed restoration and protection programs throughout Maryland.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/s48i-mt9p,https://opendata.maryland.gov/resource/s48i-mt9p.json,07/21/2025 11:57:13 PM,07/21/2025 11:57:14 PM,07/21/2025 11:57:17 PM,opendata.maryland.gov,false,7,5,,4088,12,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
chrk-h2nr,Shore Transit Stops,All of Shore Transit's bus stops. The attribute table contains the bus stop name and stop ID as provided by Shore Transit.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/chrk-h2nr,https://opendata.maryland.gov/resource/chrk-h2nr.json,07/22/2025 03:39:14 AM,07/22/2025 03:39:15 AM,07/22/2025 03:39:16 AM,opendata.maryland.gov,false,4,4,,127,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ktmx-ehax,Ocean City Transportation Stops,This layer displays all of Ocean City's bus stops. Not all stops or routes are year around due to the touristic nature of the town. All stops are in session during the summer months. File retrieved from GTFS stop data created by CMRT.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ktmx-ehax,https://opendata.maryland.gov/resource/ktmx-ehax.json,07/22/2025 03:39:47 AM,07/22/2025 03:39:48 AM,07/22/2025 03:39:49 AM,opendata.maryland.gov,false,2,0,,124,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
aeck-53h4,Harford 10 years Shoreline Erosion Level,"To quantify shoreline rates of change (erosion or accretion), Maryland Geological Survey (MGS) used historical and recent shorelines spanning 1994-2007 as input into the Digital Shoreline Analysis System (DSAS) Version 4.3. DSAS, a computer program developed by the U.S. Geological Survey (USGS), determines linear rates of shoreline change along closely spaced, shore-normal transects. Based on DSAS output, MGS assigned generalized rate of change categories as attributes to a recent shoreline for Harford County. This recent shoreline consisted of the National Oceanic and Atmospheric Administration (NOAA) Continually Updated Shoreline Product (CUSP) digital shoreline currently available for Harford County. Based on the results of an End Point Rate (EPR) analysis on the ca. 1990s MGS shoreline and the ca. 2000 NOAA CUSP shoreline (recent shoreline), MGS grouped the rate results into the following general categories: (a) No change (-0.01 to 0.01 feet/year), (b) Accretion (greater than 0.01 feet/year), (c) Slight erosion rate (0 to -2 feet/year), (d) Low erosion rate (-2 to -4 feet/year), (e) Moderate erosion rate (-4 to -8 ft/yr), (f) High erosion rate (greater than -8 feet/year), (g) Protected, (h) No data (insufficient shorelines to calculate 10-year EPR rate), (i) No data (no transects cast; unprotected or unknown shoreline condition), and (j) Rates not delivered (calculated rates suspect). The NOAA CUSP shoreline represents the shoreline position in Harford County between the years 2005-2007. Negative rate of change values indicate erosion, and positive values indicate accretion. In general, MGS tried to attribute lengths of shoreline of at least 80 meters in length sharing similar rates of change.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/aeck-53h4,https://opendata.maryland.gov/resource/aeck-53h4.json,07/21/2025 11:47:30 PM,07/21/2025 11:47:32 PM,07/21/2025 11:47:37 PM,opendata.maryland.gov,false,2,0,,4023,27,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
d934-d5uc,Chesapeake Bay National Estuarine Research Reserves,"The National Estuarine Research Reserve System (NERRS) is a network of protected areas established for long-term research, education and stewardship. This partnership program between NOAA and the coastal states protects more than one million acres of estuarine land and water, which provides essential habitat for wildlife; offers educational opportunities for students, teachers and the public; and serves as living laboratories for scientists.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/d934-d5uc,https://opendata.maryland.gov/resource/d934-d5uc.json,07/21/2025 11:32:50 PM,07/21/2025 11:32:51 PM,07/21/2025 11:32:54 PM,opendata.maryland.gov,false,2,0,,19,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
85cu-s49m,Census Blocks 2020,"Census Blocks are statistical areas bounded on all sides by visible features, such as streets, roads, streams, and railroad tracks, and/or by nonvisible boundaries such as city, town, township, and county limits, and short line-of-sight extensions of streets and roads. Census blocks are relatively small in area; for example, a block in a city bounded by streets. However, census blocks in remote areas are often large and irregular and may even be many square miles in area. A common misunderstanding is that data users think census blocks are used geographically to build all other census geographic areas, rather all other census geographic areas are updated and then used as the primary constraints, along with roads and water features, to delineate the tabulation blocks. As a result, all 2020 Census blocks nest within every other 2020 Census geographic area, so that Census Bureau statistical data can be tabulated at the block level and aggregated up to the appropriate geographic areas. Blocks are the smallest geographic areas for which the Census Bureau publishes data from the decennial census.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/85cu-s49m,https://opendata.maryland.gov/resource/85cu-s49m.json,07/22/2025 12:29:30 AM,07/22/2025 12:29:32 AM,07/22/2025 12:31:26 AM,opendata.maryland.gov,false,2,0,,83827,20,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
7t7e-9x5y,Federal Correctional Facilities,This dataset contains correctional facilities run by the United States Bureau of Prisons (BOP) located within Maryland. The data was obtained from the US BOP (http://www.bop.gov/).,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/7t7e-9x5y,https://opendata.maryland.gov/resource/7t7e-9x5y.json,07/22/2025 03:14:28 AM,07/22/2025 03:14:28 AM,07/22/2025 03:14:30 AM,opendata.maryland.gov,false,2,0,,1,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
tg4b-gca4,3 Inch 2025 As Flown Photo Centers 80 Percent Front Overlap and 80 Percent Side Overlap,"Three inch imagery exposures using 80% front overlap and 80% side overlap over the high rise buildings in Baltimore City. The three inch imagery acquisition occurred on February 26, March 2, March 3, March 9, March 11, March 18, March 21, and April 9.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/tg4b-gca4,https://opendata.maryland.gov/resource/tg4b-gca4.json,07/22/2025 12:18:40 AM,07/22/2025 12:18:43 AM,07/22/2025 12:18:45 AM,opendata.maryland.gov,false,2,0,,448,27,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
scbi-uss2,Yellow Perch Spawning Habitat,"These datasets exist in raster and vector formats. The vector format was created from the SHA Shoreline file and graphic representations in the Lippson book (See bibliography below). These areas were then overlane with a point file created from lat/long collected during the surveys conducted by O'dell, Mowrer, and Uphoff of MD DNR Fisheries Service. This was done to verify that the graphic representations were accurate. These data sets were then converted to raster format and reclassified with a rank determined by DNR biologists. This rank determines level of habitat importance with spawning areas ranking highest and adult areas of bay depth below 3 feet ranking the lowest. These ranked rasters were then stacked and an output raster was created showing areas of high habitat diversity. These rasters were then clipped by county. Lippson, Alice Jane.""the Chesapeake Bay in Maryland. an atlas of natural resources."" the Johns Hopkins University Press. Baltimore and London, 1973.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/scbi-uss2,https://opendata.maryland.gov/resource/scbi-uss2.json,07/22/2025 02:30:55 AM,07/22/2025 02:30:55 AM,07/22/2025 02:30:57 AM,opendata.maryland.gov,false,2,0,,22,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
igzw-33wt,Sport Venues - Roller Sports,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Roller Sports.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/igzw-33wt,https://opendata.maryland.gov/resource/igzw-33wt.json,07/21/2025 09:54:19 PM,07/21/2025 09:54:20 PM,07/21/2025 09:54:22 PM,opendata.maryland.gov,false,2,0,,32,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
hs82-x74g,Regional Offices,Layer displaying the locations of EMS Regional Offices in Maryland.,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/hs82-x74g,https://opendata.maryland.gov/resource/hs82-x74g.json,07/22/2025 03:14:35 AM,07/22/2025 03:14:36 AM,07/22/2025 03:14:38 AM,opendata.maryland.gov,false,2,0,,5,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
pvx5-858j,Sport Venues - Hunting,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Hunting.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/pvx5-858j,https://opendata.maryland.gov/resource/pvx5-858j.json,07/21/2025 09:55:11 PM,07/21/2025 09:55:12 PM,07/21/2025 09:55:14 PM,opendata.maryland.gov,false,2,0,,32,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
av37-a927,Herring Juvenile Habitat,"These datasets exist in raster and vector formats. The vector format was created from the SHA Shoreline file and graphic representations in the Lippson book (See bibliography below). These areas were then overlane with a point file created from lat/long collected during the surveys conducted by O'dell, Mowrer, and Uphoff of MD DNR Fisheries Service. This was done to verify that the graphic representations were accurate. These data sets were then converted to raster format and reclassified with a rank determined by DNR biologists. This rank determines level of habitat importance with spawning areas ranking highest and adult areas of bay depth below 3 feet ranking the lowest. These ranked rasters were then stacked and an output raster was created showing areas of high habitat diversity. These rasters were then clipped by county. Lippson, Alice Jane.""the Chesapeake Bay in Maryland. an atlas of natural resources."" the Johns Hopkins University Press. Baltimore and London, 1973.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/av37-a927,https://opendata.maryland.gov/resource/av37-a927.json,07/22/2025 02:30:42 AM,07/22/2025 02:30:42 AM,07/22/2025 02:30:48 AM,opendata.maryland.gov,false,2,0,,64,5,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
efq9-dcqx,Sport Venues - Soccer,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Soccer.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/efq9-dcqx,https://opendata.maryland.gov/resource/efq9-dcqx.json,07/21/2025 09:53:58 PM,07/21/2025 09:53:59 PM,07/21/2025 09:54:01 PM,opendata.maryland.gov,false,2,1,,125,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
pjh3-5enp,Biodiversity Conservation Network - BioNet,"The Biodiversity Conservation Network (or BioNet) of Maryland layer systematically identifies and prioritizes ecologically important lands to conserve Marylands biodiversity (i.e., plants, animals, habitats, and landscapes). This dataset aggregates numerous separate data layers hierarchically according to the BioNet Criteria Matrix. These data were needed to maximize the influence and effectiveness of public and private conservation investments; promote shared responsibilities for land conservation between public and private sectors; and guide and encourage compatible land uses and land management practices.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/pjh3-5enp,https://opendata.maryland.gov/resource/pjh3-5enp.json,07/22/2025 03:32:54 AM,07/22/2025 03:32:55 AM,07/22/2025 03:33:35 AM,opendata.maryland.gov,false,2,1,,25528,8,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
c7sk-f2z7,MD Environmental Trust Easements,"The Maryland Environmental Trust (MET) is a statewide local land trust governed by a citizen Board of Trustees. Since its creation by the General Assembly in 1967, MET's main goal is the preservation of open land, such as farmland, forest land, and significant natural resources. The primary tool for doing this is the conservation easement, a voluntary agreement between a landowner and the MET Board of Trustees.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/c7sk-f2z7,https://opendata.maryland.gov/resource/c7sk-f2z7.json,07/21/2025 11:23:27 PM,07/21/2025 11:23:31 PM,07/21/2025 11:23:35 PM,opendata.maryland.gov,false,2,0,,1342,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
muzp-vsbg,Baltimore Metro SubwayLink Stations,Maryland Transit Administration (MTA) Metro Subway Stops. Ridership data is based on MTA's Fiscal Year 2019. See http://mta.maryland.gov/metro-subway for more information. Last Updated: 10/2019,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/muzp-vsbg,https://opendata.maryland.gov/resource/muzp-vsbg.json,07/22/2025 03:31:48 AM,07/22/2025 03:31:50 AM,07/22/2025 03:31:51 AM,opendata.maryland.gov,false,2,0,,14,12,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
q7sr-ewyn,Coastal Bays Horseshoe Crab Habitat,The Sensitive Areas Horseshoe Crab dataset shows areas within Maryland's Coastal Bays that are significant for Horseshoe Crab breeding populations. Horseshoe Crabs use sandy beach areas for breeding. The coverage differentiates potential breeding habitat (hcrab_rank=3) from confirmed breeding locations (hcrab_rank=5).,J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/q7sr-ewyn,https://opendata.maryland.gov/resource/q7sr-ewyn.json,07/22/2025 02:47:51 AM,07/22/2025 02:47:52 AM,07/22/2025 02:47:54 AM,opendata.maryland.gov,false,2,0,,68,7,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
gbhw-dkvs,Communities of Opportunity,"The Communities of Opportunity designated on the Maryland QAP Comprehensive Opportunity Maps are based on a “Composite Opportunity Index” developed by DHCD. The Composite Opportunity Index uses publicly - available data and is based on three major factors: community health, economic opportunity, and educational opportunity. To be designated a Community of Opportunity, and mapped as such to the Maryland QAP Comprehensive Opportunity Maps, the community must have a Composite Opportunity Index that it is above the statewide average. See Section 3.1 of the Program Guide for more details. 
https://dhcd.maryland.gov/HousingDevelopment/Documents/rhf/2020Guide.pdf",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/gbhw-dkvs,https://opendata.maryland.gov/resource/gbhw-dkvs.json,07/22/2025 12:20:06 AM,07/22/2025 12:20:08 AM,07/22/2025 12:20:11 AM,opendata.maryland.gov,false,2,0,,1403,9,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
8ax2-3pmp,Sport Venues - Cycling,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Cycling.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/8ax2-3pmp,https://opendata.maryland.gov/resource/8ax2-3pmp.json,07/21/2025 09:55:45 PM,07/21/2025 09:55:46 PM,07/21/2025 09:55:47 PM,opendata.maryland.gov,false,2,0,,7,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
ecgm-t7y2,SCUBA Snorkeling Diving,"As a member of the Mid-Atlantic Regional Council on the Ocean (MARCO), Maryland, through its Coastal Zone Management (CZM) Program is collecting information on how the public uses the Atlantic coast of Maryland. These baseline data will inform planning efforts being undertaken by the Maryland Department of Natural Recources to help develop a Maryland Ocean Plan. Collecting data on the variety of ways you use the Seaside Bays and Atlantic Ocean will help us plan for reducing use conflicts in our coastal waters, maximizing efficiency, and enhancing environmental and economic productivity. State and federally managed waters of Maryland and the U.S. are used in many ways: commercial fishing, aquaculture, shipping, military exercises, sand mining, habitat for wildlife, and recreation. With new and expanding coastal and ocean uses emerging such as energy production and increased shipping and considering Maryland coastal population is increasing, the pressure is mounting to ensure that there is space for both traditional and new uses and that conflicts are minimized. Some mapped human use data exist, but Maryland has limited recreational water use data for its Atlantic Coast and Coastal Bays. So basic data on how we use our coastal waters will be collected by inviting residents and experts to share their knowledge about recreational uses at workshops using geographical information systems technology.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/ecgm-t7y2,https://opendata.maryland.gov/resource/ecgm-t7y2.json,07/21/2025 09:57:00 PM,07/21/2025 09:57:01 PM,07/21/2025 09:57:03 PM,opendata.maryland.gov,false,2,0,,3,6,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
irzf-e2jr,Hydric Soils,"This data layer is a compilation of the MUPOLYGON feature class, muaggatt table and component table of the Gridded Soil Survey Geographic (gSSURGO) Database for Maryland. United States Department of Agriculture, Natural Resources Conservation Service. Under the direction of the Watershed Resources Registry (WRR) Technical Advisory Committee (TAC) this data has been altered from its original state. A reclassification of the hydric classification field was performed which classifies all soil map units consisting of less that 40% total hydric soils as not hydric, all soil map units from 41% - 79% as partially hydric and all soil map units 80% and greater as hydric. This reclassification was performed to provide a more refined input for modeling purposes. A full version of this database is available at: http://datagateway.nrcs.usda.gov/. (FY2014 official release).",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/irzf-e2jr,https://opendata.maryland.gov/resource/irzf-e2jr.json,07/22/2025 06:01:04 AM,07/22/2025 06:01:07 AM,07/22/2025 06:11:22 AM,opendata.maryland.gov,false,5,0,,376611,18,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
t5cm-r3ua,Sport Venues - Racquetball,"Maryland Sports (http://www.marylandsports.us/) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the area of Racquetball.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/t5cm-r3ua,https://opendata.maryland.gov/resource/t5cm-r3ua.json,07/21/2025 10:16:38 PM,07/21/2025 10:16:39 PM,07/21/2025 10:16:41 PM,opendata.maryland.gov,false,2,0,,21,11,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
p292-rvcg,Phragmites,"Shoreline Situation Reports (SSR) were first generated by VIMS in the 1970s to report the condition and status of the shore lands. The SSR series were published in hardcopy on a county by county basis for each of the Tidewater Virginia localities. The reports were intended to assist planners, managers, and regulators in decisions pertaining to management of coastal areas and natural resources therein. The techniques developed for Virginia's shoreline are used to create similar reports for the Maryland shoreline. Data collected describes conditions in the immediate riparian zone, the bank, and along the shore. These data should not be used for jurisdictional permit determinations beyond providing general shoreline condition or status information. These data have not been surveyed to property boundaries.",J.B. Churchill,37pn-ebz8,published,public,approved,official,dataset,,,https://opendata.maryland.gov/d/p292-rvcg,https://opendata.maryland.gov/resource/p292-rvcg.json,07/21/2025 11:56:51 PM,07/21/2025 11:56:56 PM,07/21/2025 11:57:00 PM,opendata.maryland.gov,false,2,0,,6585,4,,,,,,,,,,,,,,,,7,7,,Metdata on the update frequency is missing.,Yes,,,
